Dátum,Regisztrált esetek száma,Új esetek száma,elhunytak,gyógyultak,Mintavétel száma,Egymillió lakosra elvégzett tesztek száma,Kórházi karanténba zártak száma,Regisztrált esetek százalékos változása az előző naphoz viszonyítva,Pozitív tesztek aránya,A mintavételek számának százalékos változása az előző naphoz képest,Aktív fertőzöttek száma,Elhunytak aránya Magyarországon,Gyógyultak aránya Magyarországon,Hatósági házi karantén,Új mintavételek száma,Új esetek aránya az új mintavételekhez képest,Az új elhunytak száma naponta,Új gyógyultak naponta,Kórházi ápoltak száma,Lélegeztetőgépen lévők száma,Aktív esetek/összes eset,Kórházi ápoltak számának változása az előző naphoz képest,Lélegeztetőgépen lévők számának változása az előző naphoz képest,Kórházi ápoltak aránya az aktív eseteken belül,Lélegeztetőgépen lévők aránya a kórházi ápoltakon belül,Növekedési faktor,Hétnapos mozgóátlag,Hétnapos csúszóátlag,Hétnapos csúszóátlag,Hétnapos csúszóátlag,Hétnapos csúszóátlag,Beoltottak száma Magyarországon,Új beoltottak száma Magyarországon,Hátnapos csúszóátlag,Második oltás,Második oltás napi,Hétnapos csúszóátlag
2021-02-26,419182,4668,14795,317899,3604898,367847,,"1,13%","11,63%","0,76%",86488,"3,53%","75,84%",35303,27128,"17,21%",123,2118,5027,451,"20,63%",191,40,"5,81%","8,97%","1,64905463","1,56","3 152,28571429","92,85714286","21 051,42857143","15,17%",521283,13210,"18494,57143",240622,29549,"12598,57143"
2021-02-27,424130,4948,14902,319691,3632712,370685,,"1,18%","11,68%","0,77%",89537,"3,51%","75,38%",37658,27814,"17,79%",107,1792,5282,482,"21,11%",255,31,"5,90%","9,13%","1,673098356","1,61","3 431,28571429","92,85714286","21 752,57142857","15,84%",563601,42318,"19470,28571",244407,3785,"10238,28571"
2021-02-28,428599,4469,14974,321128,3660342,373504,,"1,05%","11,71%","0,76%",92497,"3,49%","74,93%",33353,27630,"16,17%",72,1437,5482,524,"21,58%",200,42,"5,93%","9,56%","1,64359617","1,64","3 653,71428571","96,42857143","22 390,14285714","16,36%",677682,114081,"33163,85714",249499,5092,"8399,142857"
2021-03-01,432925,4326,15058,322956,3680572,375569,,"1,01%","11,76%","0,55%",94911,"3,48%","74,60%",34716,20230,"21,38%",84,1828,5679,537,"21,92%",197,13,"5,98%","9,46%","1,619220039","1,66","3 897,00000000","101,57142857","23 005,14285714","17,06%",685247,7565,"33112,85714",251691,2192,"7240,857143"
2021-03-02,435689,2764,15188,324202,3693390,376877,,"0,64%","11,80%","0,35%",96299,"3,49%","74,41%",35023,12818,"21,56%",130,1246,6071,581,"22,10%",392,44,"6,30%","9,57%","1,609732608","1,65","4 059,28571429","105,42857143","23 504,00000000","17,64%",721677,36430,"37797,28571",252847,1156,"6732,428571"
2021-03-03,439900,4211,15324,326215,3719113,379501,,"0,97%","11,83%","0,70%",98361,"3,48%","74,16%",37005,25723,"16,37%",136,2013,6367,622,"22,36%",296,41,"6,47%","9,77%","1,570283243","1,64","4 253,00000000","110,28571429","23 836,00000000","18,24%",758037,36360,"41004,71429",253368,521,"6360,285714"
2021-03-04,446178,6278,15476,328136,3749907,382644,,"1,43%","11,90%","0,83%",102566,"3,47%","73,54%",41440,30794,"20,39%",152,1921,6554,639,"22,99%",187,17,"6,39%","9,75%","1,545263774","1,62","4 523,42857143","114,85714286","24 591,00000000","18,70%",785440,27403,"39623,85714",267153,13785,"8011,428571"
2021-03-05,452547,6369,15619,331557,3781181,385835,,"1,43%","11,97%","0,83%",105371,"3,45%","73,26%",45164,31274,"20,37%",143,3421,6867,677,"23,28%",313,38,"6,52%","9,86%","1,512054745","1,60","4 766,42857143","117,71428571","25 183,28571429","19,15%",862953,77513,48810,279727,12574,"5586,428571"
2021-03-06,459816,7269,15765,333045,3816852,389475,,"1,61%","12,05%","0,94%",111006,"3,43%","72,43%",46620,35671,"20,38%",146,1488,7243,751,"24,14%",376,74,"6,52%","10,37%","1,485740455","1,57","5 098,00000000","123,28571429","26 305,71428571","19,52%",949497,86544,55128,304880,25153,8639
2021-03-07,466017,6201,15873,335512,3850623,392921,,"1,35%","12,10%","0,88%",114632,"3,41%","72,00%",44217,33771,"18,36%",108,2467,7445,778,"24,60%",202,27,"6,49%","10,45%","1,463012199","1,54","5 345,42857143","128,42857143","27 183,00000000","19,83%",981401,31904,"43388,42857",307573,2693,"8296,285714"
2021-03-08,468713,2696,15988,336744,3874513,395358,,"0,58%","12,10%","0,62%",115981,"3,41%","71,84%",37343,23890,"11,29%",115,1232,7924,806,"24,74%",479,28,"6,83%","10,17%","1,311924924","1,50","5 112,57142857","132,85714286","27 705,85714286","18,39%",1002714,21313,"45352,42857",307929,356,8034
2021-03-09,475207,6494,16146,338946,3891778,397120,,"1,39%","12,21%","0,45%",120115,"3,40%","71,33%",40869,17265,"37,61%",158,2202,8270,833,"25,28%",346,27,"6,89%","10,07%","1,390744325","1,47","5 645,42857143","136,85714286","28 341,14285714","20,68%",1047045,44331,"46481,14286",314485,6556,"8805,428571"
2021-03-10,480860,5653,16325,340844,3922530,400258,,"1,19%","12,26%","0,79%",123691,"3,39%","70,88%",42362,30752,"18,38%",179,1898,8348,844,"25,72%",78,11,"6,75%","10,11%","1,375835545","1,44","5 851,42857143","143,00000000","29 059,57142857","20,97%",1107791,60746,"49964,85714",317906,3421,"9219,714286"
2021-03-11,489172,8312,16497,344267,3955994,403673,,"1,73%","12,37%","0,85%",128408,"3,37%","70,38%",46302,33464,"24,84%",172,3423,8329,911,"26,25%",-19,67,"6,49%","10,94%","1,357819606","1,41","6 142,00000000","145,85714286","29 441,00000000","21,60%",1149557,41766,"52016,71429",327428,9522,"8610,714286"
2021-03-12,498183,9011,16627,346904,3992790,407428,,"1,84%","12,48%","0,93%",134652,"3,34%","69,63%",48677,36796,"24,49%",130,2637,8718,949,"27,03%",389,38,"6,47%","10,89%","1,367780608","1,39","6 519,42857143","144,00000000","30 229,85714286","22,19%",1229827,80270,"52410,57143",351694,24266,10281
2021-03-13,507627,9444,16790,349530,4034635,411697,,"1,90%","12,58%","1,05%",141307,"3,31%","68,86%",46249,41845,"22,57%",163,2626,8897,989,"27,84%",179,40,"6,30%","11,12%","1,339769097","1,37","6 830,14285714","146,42857143","31 111,85714286","22,51%",1293414,63587,49131,377343,25649,"10351,85714"
